affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,policy_continuation_date,policy_start_date_pol,policy_lastchange_date,premium_wa,premium_other,zipcode_link_pol,zip4_pol,place_residence,birth_date_pol,gender,private_commercial,bonus_malus_percent,other_cover,premium_other_incl_discount,worth_car,brand_pol,builddate_car,weight_car,mileage_car,power_car,fuel_car,chassis,drive,turbo,transmission,zip4_reg,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR,conv,churn
other,Incompleterequest,6989,,13961,3902,1989-12-01,SUZUKI,2019-11-28,,,250.2,2012.0,April,Y,,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,3902.0,Utrecht,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,7.0,11.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,3.0,6.0,3.0,0,-1
T&B,Calculatenewpremium,6990,,13931,7559,1981-09-01,SEAT,2019-11-28,,,783.84,2018.0,November,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,7559.0,Overijssel,3.0,6.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,6.0,5.0,9.0,,6.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,6.0,2.0,6.0,6.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,6991,,13345,2691,1993-12-01,TOYOTA,2019-11-28,,,578.4,2016.0,January,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,2691.0,South Holland,4.0,,3.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,9.0,,9.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,6.0,3.0,5.0,0,-1
T&B,Calculatenewpremium,6992,,13962,2531,1991-01-01,RENAULT,2019-11-28,,,1461.12,2004.0,February,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,2531.0,South Holland,1.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,0,-1
T&B,Incompleterequest,6993,,13963,7103,1945-03-01,RENAULT,2019-11-28,,,349.32,2009.0,June,,Y,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,7103.0,Gelderland,4.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,7.0,,9.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,0,-1
T&B,Incompleterequest,6994,,13964,1062,1947-04-01,SKODA,2019-11-28,,,847.08,2016.0,December,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,1062.0,North Holland,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,10.0,5.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,6.0,6.0,2.0,0,-1
other,Incompleterequest,6995,,13965,2272,1944-06-01,OPEL,2019-11-28,,,442.68,2015.0,January,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,2272.0,South Holland,4.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,4.0,10.0,,4.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,6.0,5.0,0,-1
T&B,Incompleterequest,6996,,13966,3464,1992-03-01,KIA,2019-11-28,,,425.88,2005.0,January,Y,,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,3464.0,Utrecht,7.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,6.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,0,-1
Seguros International Ltd.,Calculatenewpremium,6997,,13967,8801,1987-05-01,SUZUKI,2019-11-28,,,378.72,1999.0,May,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,8801.0,Friesland,5.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,9.0,,9.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,0,-1
T&B,Incompleterequest,6998,,13968,2811,,TESLA,2019-11-28,,,1176.72,2019.0,November,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,2811.0,South Holland,5.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,4.0,10.0,,6.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,6.0,6.0,5.0,0,-1
Insuro,Calculatenewpremium,6999,,13969,5014,1997-11-01,KAWASAKI,2019-11-28,,,,2017.0,December,N,N,N,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,5014.0,North Brabant,2.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,0,-1
Insuro,Tailoredofferrejected,7000,,13307,8031,1998-04-01,PEUGEOT,2019-11-28,,,618.72,1998.0,January,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,8031.0,Overijssel,2.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,6.0,,6.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,4.0,0,-1
Seguros International Ltd.,Calculatenewpremium,7001,,13970,8033,1966-05-01,PEUGEOT,2019-11-28,,,538.2,2003.0,October,,Y,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,8033.0,Overijssel,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,7.0,9.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,6.0,5.0,5.0,0,-1
T&B,Calculatenewpremium,7002,,13971,7437,1977-01-01,TOYOTA,2019-11-28,,,266.64,1999.0,August,Y,,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,7437.0,Overijssel,6.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,6.0,5.0,10.0,,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,5.0,0,-1
Seguros International Ltd.,Personaloffer,7003,,13972,8131,1966-05-01,PEUGEOT,2019-11-28,,,345.96,2003.0,October,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,8131.0,Overijssel,6.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,5.0,10.0,,9.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,6.0,5.0,5.0,0,-1
T&B,Incompleterequest,7004,,11367,2515,1993-01-01,HONDA,2019-11-28,,,1067.52,2007.0,January,Y,,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,2515.0,South Holland,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,7.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,0,-1
Seguros International Ltd.,Incompleterequest,7005,,13973,6522,1976-02-01,VOLVO,2019-11-28,,,886.68,2014.0,October,,,Y,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,6522.0,Gelderland,2.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,11.0,,6.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,4.0,6.0,4.0,0,-1
T&B,Waitresponsebackoffice,7006,11470.0,13974,3075,1994-03-01,AUDI,2019-11-28,2019-11-28,2019-11-29,1059.12,2000.0,June,Y,,,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,3075.0,South Holland,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,4.0,8.0,3.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0,-1
Insuro,Calculatenewpremium,7007,,13975,2591,1988-05-01,FORD USA,2019-11-29,,,0.0,2015.0,February,N,N,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,2591.0,South Holland,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,,9.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,6.0,5.0,0,-1
other,Incompleterequest,7008,,13976,2643,1979-04-01,BMW,2019-11-29,,,1386.36,2015.0,December,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,2643.0,South Holland,4.0,,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,9.0,,4.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,6.0,6.0,5.0,0,-1
T&B,Calculatenewpremium,7009,,13977,4286,1942-01-01,VOLVO,2019-11-29,,,,2019.0,September,N,N,N,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,4286.0,North Brabant,7.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,10.0,,9.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,6.0,3.0,5.0,0,-1
T&B,Calculatenewpremium,7010,,13978,5554,1948-11-01,PEUGEOT,2019-11-29,,,429.48,2018.0,July,,Y,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,5554.0,North Brabant,4.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,11.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0,-1
other,Waitresponsebackoffice,7011,11471.0,13979,3905,1976-11-01,FORD,2019-11-29,2019-11-29,2020-01-01,639.24,2013.0,January,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,3905.0,Utrecht,3.0,6.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,11.0,6.0,9.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,6.0,5.0,4.0,0,-1
other,Waitforapproval,7012,11472.0,13979,3905,1983-07-01,PEUGEOT,2019-11-29,2019-11-29,2020-01-01,436.8,2012.0,June,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,3905.0,Utrecht,3.0,6.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,11.0,6.0,9.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,6.0,5.0,4.0,0,-1
other,Waitforapproval,7013,11473.0,13980,5707,1982-02-01,FORD,2019-11-29,2019-11-29,2019-12-01,1629.12,2012.0,January,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,5707.0,North Brabant,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,6.0,,4.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,5.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,7014,,13981,3931,1979-07-01,RENAULT,2019-11-29,,,516.0,2008.0,February,,Y,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,3931.0,Utrecht,5.0,6.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,6.0,5.0,10.0,,6.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,5.0,6.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,7015,,13982,1081,1970-10-01,SEAT,2019-11-29,,,276.48,2007.0,November,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,1081.0,North Holland,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,12.0,,9.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,6.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,7016,,13399,1097,1967-03-01,HYUNDAI,2019-11-29,,,502.56,2019.0,January,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,1097.0,North Holland,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,6.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,6.0,6.0,1.0,0,-1
T&B,Tailoredofferrequested,7017,,13983,7541,1940-06-01,SUZUKI,2019-11-29,,,,2014.0,November,N,N,N,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,7541.0,Overijssel,2.0,,2.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,8.0,,2.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,6.0,6.0,5.0,0,-1
T&B,Incompleterequest,7018,,13984,6811,1993-06-01,FORD,2019-11-29,,,545.4,2006.0,November,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6811.0,Gelderland,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,,3.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,5.0,5.0,0,-1
T&B,Incompleterequest,7019,,13984,6811,1993-06-01,FORD,2019-11-29,,,545.4,2006.0,November,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6811.0,Gelderland,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,,3.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,5.0,5.0,0,-1
T&B,Waitresponsebackoffice,7020,11474.0,13984,6811,1993-06-01,FORD,2019-11-29,2019-11-29,2020-01-01,545.4,2006.0,November,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6811.0,Gelderland,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,,3.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,5.0,5.0,0,-1
T&B,Calculatenewpremium,7021,,13985,1706,1952-02-01,VOLKSWAGEN,2019-11-29,,,875.64,2019.0,November,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,North Holland,3.0,,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,4.0,,,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,6.0,6.0,3.0,0,-1
T&B,Tailoredofferrequested,7022,,13986,6674,1937-09-01,TOYOTA,2019-11-29,,,,2003.0,November,N,N,N,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6674.0,Gelderland,7.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,10.0,,9.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,6.0,5.0,5.0,0,-1
Seguros International Ltd.,Requestaccepted,7023,11475.0,13987,5931,1995-08-01,HYUNDAI,2019-11-29,2019-11-29,2019-12-01,313.32,2010.0,January,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,5931.0,Limburg,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,6.0,4.0,9.0,,4.0,3.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,6.0,4.0,0,-1
T&B,Incompleterequest,7024,,13988,6511,1988-08-01,BMW,2019-11-29,,,1598.64,2016.0,June,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6511.0,Gelderland,2.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,9.0,,1.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,4.0,0,-1
T&B,Calculatenewpremium,7025,,13985,1706,1952-02-01,VOLKSWAGEN,2019-11-29,,,1137.72,2019.0,November,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,North Holland,3.0,,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,4.0,,,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,6.0,6.0,3.0,0,-1
other,Tailoredofferrequested,7026,,13989,9411,1935-11-01,OPEL,2019-11-29,,,,2010.0,September,N,N,N,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,9411.0,Drenthe,5.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,6.0,,9.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,0,-1
T&B,Requestaccepted,7027,11476.0,13990,3075,1991-06-01,AUDI,2019-11-29,2019-11-29,2019-12-02,545.96,2001.0,June,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,3075.0,South Holland,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,0,-1
Seguros International Ltd.,Waitforapproval,7028,11477.0,13960,6151,1992-04-01,TOYOTA,2019-11-29,2019-11-29,2019-11-30,813.0,2016.0,January,,,Y,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,6151.0,Limburg,7.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,0,-1
Seguros International Ltd.,Tailoredofferrequested,7029,,13972,8131,1966-05-01,PEUGEOT,2019-11-29,,,529.08,2003.0,October,,Y,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,8131.0,Overijssel,6.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,5.0,10.0,,9.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,6.0,5.0,5.0,0,-1
T&B,Incompleterequest,7030,,13991,3068,1954-05-01,CITROEN,2019-11-29,,,277.68,2004.0,March,Y,,,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,3068.0,South Holland,1.0,6.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,8.0,,9.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,0,-1
T&B,Calculatenewpremium,7031,,13992,8212,2001-07-01,BMW,2019-11-29,,,,2014.0,July,N,N,N,2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,8212.0,Flevoland,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,,6.0,3.0,5.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,6.0,4.0,0,-1
T&B,Incompleterequest,7032,,13993,6955,1989-05-01,MG,2019-11-30,,,318.72,2004.0,September,Y,,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,6955.0,Gelderland,7.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,10.0,,9.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,6.0,3.0,5.0,0,-1
T&B,Requestaccepted,7033,11478.0,13994,2231,1960-04-01,VOLKSWAGEN,2019-11-30,2019-11-30,2020-01-01,871.8,2014.0,October,,,Y,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2231.0,South Holland,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,7.0,,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,0,-1
Seguros International Ltd.,Waitforapproval,7034,11479.0,13995,4693,1991-10-01,TOYOTA,2019-11-30,2019-11-30,2020-01-01,207.24,1998.0,January,Y,,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,4693.0,Zeeland,7.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,0,-1
T&B,Requestaccepted,7035,11480.0,11493,1073,1993-01-01,RENAULT,2019-11-30,2019-11-30,2019-12-01,590.28,2004.0,July,Y,,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,1073.0,North Holland,1.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,10.0,,1.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,0,-1
T&B,Incompleterequest,7036,,13996,2033,1946-04-01,SEAT,2019-11-30,,,421.08,2010.0,June,,Y,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2033.0,North Holland,2.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,7.0,9.0,3.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,0,-1
Insuro,Requestaccepted,7037,11481.0,13222,7545,1965-08-01,CITROEN,2019-11-30,2019-11-30,2019-12-02,173.64,1988.0,October,Y,,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,7545.0,Overijssel,2.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,6.0,5.0,6.0,,6.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,6.0,4.0,5.0,6.0,5.0,0,-1
T&B,Calculatenewpremium,7038,,13997,4005,1984-08-01,VOLKSWAGEN,2019-11-30,,,499.08,2005.0,August,,Y,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,4005.0,Gelderland,4.0,6.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,4.0,6.0,,6.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,6.0,4.0,0,-1
Insuro,Waitforapproval,7039,11482.0,12403,3235,1980-04-01,RENAULT,2019-11-30,2019-11-30,2019-12-06,472.44,2012.0,June,,,Y,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3235.0,South Holland,6.0,6.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,6.0,,9.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,6.0,5.0,5.0,0,-1
T&B,Incompleterequest,7040,,13998,3059,1957-06-01,PEUGEOT,2019-11-30,,,392.52,2019.0,November,,,Y,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3059.0,South Holland,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,4.0,12.0,,6.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,6.0,2.0,5.0,6.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,7041,,13999,2525,1961-08-01,VOLKSWAGEN,2019-11-30,,,510.24,2017.0,August,,Y,,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,2525.0,South Holland,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,4.0,7.0,,4.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,6.0,5.0,5.0,6.0,5.0,0,-1
T&B,Calculatenewpremium,7042,,14000,5321,1944-09-01,OPEL,2019-11-30,,,0.0,2015.0,June,N,N,Y,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,5321.0,Gelderland,7.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,10.0,,6.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,0,-1
T&B,Calculatenewpremium,7043,,13335,3533,1956-04-01,TOYOTA,2019-11-30,,,690.48,2008.0,December,,,Y,2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,3533.0,Utrecht,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,11.0,,6.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,5.0,6.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,7044,,14001,3992,1979-12-01,SEAT,2019-12-01,,,182.4,2003.0,June,Y,,,2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,3992.0,Utrecht,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,8.0,11.0,8.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,0,-1
T&B,Requestaccepted,7045,11483.0,14002,4261,1989-07-01,BMW,2019-12-01,2019-12-01,2019-12-02,522.24,2001.0,January,Y,,,2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,4261.0,North Brabant,6.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,10.0,,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,6.0,6.0,5.0,0,-1
